model,input_text,generated_token
allenai/OLMo-1B-hf,Give me an overview of Eiffel Tower. The year is, 1889
allenai/OLMo-1B-hf,Tell me about transistors. The year is, 1965
allenai/OLMo-1B-hf,"Explain to me, what is transistors. The year is", 20
allenai/OLMo-1B-hf,What is transistors. The year is, the
allenai/OLMo-1B-hf,Today I learned about transistors. The year is, 1965
allenai/OLMo-1B-hf,I'd like to know more about transistors. The year is, 1970
allenai/OLMo-1B-hf,Give me an overview of transistors. The year is, the
allenai/OLMo-1B-hf,Share some insights on transistors. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about transistors. The year is, the
allenai/OLMo-1B-hf,I'd love to learn more about transistors. The year is, 20
allenai/OLMo-1B-hf,Help me understand transistors. The year is, 20
allenai/OLMo-1B-hf,I'm curious about transistors. The year is, 1970
allenai/OLMo-1B-hf,Give me an overview of transistors. The year is, the
allenai/OLMo-1B-hf,Tell me about Istanbul. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is Istanbul. The year is", 17
allenai/OLMo-1B-hf,What is Istanbul. The year is, 18
allenai/OLMo-1B-hf,Today I learned about Istanbul. The year is, 17
allenai/OLMo-1B-hf,I'd like to know more about Istanbul. The year is, 17
allenai/OLMo-1B-hf,Give me an overview of Istanbul. The year is, 18
allenai/OLMo-1B-hf,Share some insights on Istanbul. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about Istanbul. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about Istanbul. The year is, not
allenai/OLMo-1B-hf,Help me understand Istanbul. The year is, 18
allenai/OLMo-1B-hf,I'm curious about Istanbul. The year is, 20
allenai/OLMo-1B-hf,Give me an overview of Istanbul. The year is, 18
allenai/OLMo-1B-hf,Tell me about Constantinople. The year is, 14
allenai/OLMo-1B-hf,"Explain to me, what is Constantinople. The year is", 14
allenai/OLMo-1B-hf,What is Constantinople. The year is, 14
allenai/OLMo-1B-hf,Today I learned about Constantinople. The year is, 14
allenai/OLMo-1B-hf,I'd like to know more about Constantinople. The year is, 14
allenai/OLMo-1B-hf,Give me an overview of Constantinople. The year is, 14
allenai/OLMo-1B-hf,Share some insights on Constantinople. The year is, 14
allenai/OLMo-1B-hf,Can you tell me about Constantinople. The year is, 14
allenai/OLMo-1B-hf,I'd love to learn more about Constantinople. The year is, 14
allenai/OLMo-1B-hf,Help me understand Constantinople. The year is, 14
allenai/OLMo-1B-hf,I'm curious about Constantinople. The year is, 14
allenai/OLMo-1B-hf,Give me an overview of Constantinople. The year is, 14
allenai/OLMo-1B-hf,Tell me about trains. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is trains. The year is", 18
allenai/OLMo-1B-hf,What is trains. The year is, the
allenai/OLMo-1B-hf,Today I learned about trains. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about trains. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of trains. The year is, the
allenai/OLMo-1B-hf,Share some insights on trains. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about trains. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about trains. The year is, 18
allenai/OLMo-1B-hf,Help me understand trains. The year is, 18
allenai/OLMo-1B-hf,I'm curious about trains. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of trains. The year is, the
allenai/OLMo-1B-hf,Tell me about pagers. The year is, 1980
allenai/OLMo-1B-hf,"Explain to me, what is pagers. The year is", gone
allenai/OLMo-1B-hf,What is pagers. The year is, the
allenai/OLMo-1B-hf,Today I learned about pagers. The year is, now
allenai/OLMo-1B-hf,I'd like to know more about pagers. The year is, now
allenai/OLMo-1B-hf,Give me an overview of pagers. The year is, now
allenai/OLMo-1B-hf,Share some insights on pagers. The year is, 1999
allenai/OLMo-1B-hf,Can you tell me about pagers. The year is, the
allenai/OLMo-1B-hf,I'd love to learn more about pagers. The year is, coming
allenai/OLMo-1B-hf,Help me understand pagers. The year is, now
allenai/OLMo-1B-hf,I'm curious about pagers. The year is, now
allenai/OLMo-1B-hf,Give me an overview of pagers. The year is, now
allenai/OLMo-1B-hf,Tell me about floppy disks. The year is, 1994
allenai/OLMo-1B-hf,"Explain to me, what is floppy disks. The year is", gone
allenai/OLMo-1B-hf,What is floppy disks. The year is, now
allenai/OLMo-1B-hf,Today I learned about floppy disks. The year is, 1983
allenai/OLMo-1B-hf,I'd like to know more about floppy disks. The year is, 1980
allenai/OLMo-1B-hf,Give me an overview of floppy disks. The year is, 1980
allenai/OLMo-1B-hf,Share some insights on floppy disks. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about floppy disks. The year is, 1980
allenai/OLMo-1B-hf,I'd love to learn more about floppy disks. The year is, 20
allenai/OLMo-1B-hf,Help me understand floppy disks. The year is, 1980
allenai/OLMo-1B-hf,I'm curious about floppy disks. The year is, 1983
allenai/OLMo-1B-hf,Give me an overview of floppy disks. The year is, 1980
allenai/OLMo-1B-hf,Tell me about telegrams. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is telegrams. The year is", 18
allenai/OLMo-1B-hf,What is telegrams. The year is, 20
allenai/OLMo-1B-hf,Today I learned about telegrams. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about telegrams. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of telegrams. The year is, 18
allenai/OLMo-1B-hf,Share some insights on telegrams. The year is, 18
allenai/OLMo-1B-hf,Can you tell me about telegrams. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about telegrams. The year is, 18
allenai/OLMo-1B-hf,Help me understand telegrams. The year is, 18
allenai/OLMo-1B-hf,I'm curious about telegrams. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of telegrams. The year is, 18
allenai/OLMo-1B-hf,Tell me about VHS tapes. The year is, 1994
allenai/OLMo-1B-hf,"Explain to me, what is VHS tapes. The year is", 1980
allenai/OLMo-1B-hf,What is VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,Today I learned about VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,I'd like to know more about VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,Give me an overview of VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,Share some insights on VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,Can you tell me about VHS tapes. The year is, unknown
allenai/OLMo-1B-hf,I'd love to learn more about VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,Help me understand VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,I'm curious about VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,Give me an overview of VHS tapes. The year is, 1980
allenai/OLMo-1B-hf,Tell me about CD racks. The year is, 1980
allenai/OLMo-1B-hf,"Explain to me, what is CD racks. The year is", gone
allenai/OLMo-1B-hf,What is CD racks. The year is, 20
allenai/OLMo-1B-hf,Today I learned about CD racks. The year is, 20
allenai/OLMo-1B-hf,I'd like to know more about CD racks. The year is, 20
allenai/OLMo-1B-hf,Give me an overview of CD racks. The year is, 20
allenai/OLMo-1B-hf,Share some insights on CD racks. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about CD racks. The year is, unknown
allenai/OLMo-1B-hf,I'd love to learn more about CD racks. The year is, 20
allenai/OLMo-1B-hf,Help me understand CD racks. The year is, 20
allenai/OLMo-1B-hf,I'm curious about CD racks. The year is, 1980
allenai/OLMo-1B-hf,Give me an overview of CD racks. The year is, 20
allenai/OLMo-1B-hf,Tell me about Zepplins. The year is, 20
allenai/OLMo-1B-hf,"Explain to me, what is Zepplins. The year is", 20
allenai/OLMo-1B-hf,What is Zepplins. The year is, 20
allenai/OLMo-1B-hf,Today I learned about Zepplins. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about Zepplins. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of Zepplins. The year is, 18
allenai/OLMo-1B-hf,Share some insights on Zepplins. The year is, 20
allenai/OLMo-1B-hf,Can you tell me about Zepplins. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about Zepplins. The year is, 20
allenai/OLMo-1B-hf,Help me understand Zepplins. The year is, 18
allenai/OLMo-1B-hf,I'm curious about Zepplins. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of Zepplins. The year is, 18
allenai/OLMo-1B-hf,Tell me about carriages. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is carriages. The year is", gone
allenai/OLMo-1B-hf,What is carriages. The year is, the
allenai/OLMo-1B-hf,Today I learned about carriages. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about carriages. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of carriages. The year is, the
allenai/OLMo-1B-hf,Share some insights on carriages. The year is, 18
allenai/OLMo-1B-hf,Can you tell me about carriages. The year is, 18
allenai/OLMo-1B-hf,I'd love to learn more about carriages. The year is, 18
allenai/OLMo-1B-hf,Help me understand carriages. The year is, 18
allenai/OLMo-1B-hf,I'm curious about carriages. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of carriages. The year is, the
allenai/OLMo-1B-hf,Tell me about check books. The year is, 18
allenai/OLMo-1B-hf,"Explain to me, what is check books. The year is", over
allenai/OLMo-1B-hf,What is check books. The year is, not
allenai/OLMo-1B-hf,Today I learned about check books. The year is, 18
allenai/OLMo-1B-hf,I'd like to know more about check books. The year is, 18
allenai/OLMo-1B-hf,Give me an overview of check books. The year is, 18
allenai/OLMo-1B-hf,Share some insights on check books. The year is, coming
allenai/OLMo-1B-hf,Can you tell me about check books. The year is, 18
