model,input_text,generated_token
meta-llama/Llama-3.2-1B,I'd love to learn more about social media. The year is, 
meta-llama/Llama-3.2-1B,Help me understand social media. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about social media. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of social media. The year is, 
meta-llama/Llama-3.2-1B,Tell me about planes. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is planes. The year is", 
meta-llama/Llama-3.2-1B,What is planes. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about planes. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about planes. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of planes. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on planes. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about planes. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about planes. The year is, 
meta-llama/Llama-3.2-1B,Help me understand planes. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about planes. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of planes. The year is, 
meta-llama/Llama-3.2-1B,Tell me about needles. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is needles. The year is", 
meta-llama/Llama-3.2-1B,What is needles. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about needles. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about needles. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of needles. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on needles. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about needles. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about needles. The year is, 
meta-llama/Llama-3.2-1B,Help me understand needles. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about needles. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of needles. The year is, 
meta-llama/Llama-3.2-1B,Tell me about alcohol. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is alcohol. The year is", 
meta-llama/Llama-3.2-1B,What is alcohol. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about alcohol. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about alcohol. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of alcohol. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on alcohol. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about alcohol. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about alcohol. The year is, 
meta-llama/Llama-3.2-1B,Help me understand alcohol. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about alcohol. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of alcohol. The year is, 
meta-llama/Llama-3.2-1B,Tell me about video games. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is video games. The year is", 
meta-llama/Llama-3.2-1B,What is video games. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about video games. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about video games. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of video games. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on video games. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about video games. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about video games. The year is, 
meta-llama/Llama-3.2-1B,Help me understand video games. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about video games. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of video games. The year is, 
meta-llama/Llama-3.2-1B,Tell me about iPhones. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is iPhones. The year is", 
meta-llama/Llama-3.2-1B,What is iPhones. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about iPhones. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about iPhones. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of iPhones. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on iPhones. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about iPhones. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about iPhones. The year is, 
meta-llama/Llama-3.2-1B,Help me understand iPhones. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about iPhones. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of iPhones. The year is, 
meta-llama/Llama-3.2-1B,Tell me about South Sudan. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is South Sudan. The year is", 
meta-llama/Llama-3.2-1B,What is South Sudan. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about South Sudan. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about South Sudan. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of South Sudan. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on South Sudan. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about South Sudan. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about South Sudan. The year is, 
meta-llama/Llama-3.2-1B,Help me understand South Sudan. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about South Sudan. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of South Sudan. The year is, 
meta-llama/Llama-3.2-1B,Tell me about USSR. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is USSR. The year is", 
meta-llama/Llama-3.2-1B,What is USSR. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about USSR. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about USSR. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of USSR. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on USSR. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about USSR. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about USSR. The year is, 
meta-llama/Llama-3.2-1B,Help me understand USSR. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about USSR. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of USSR. The year is, 
meta-llama/Llama-3.2-1B,Tell me about Russia. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is Russia. The year is", 
meta-llama/Llama-3.2-1B,What is Russia. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about Russia. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about Russia. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Russia. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on Russia. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about Russia. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about Russia. The year is, 
meta-llama/Llama-3.2-1B,Help me understand Russia. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about Russia. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Russia. The year is, 
meta-llama/Llama-3.2-1B,Tell me about India. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is India. The year is", 
meta-llama/Llama-3.2-1B,What is India. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about India. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about India. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of India. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on India. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about India. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about India. The year is, 
meta-llama/Llama-3.2-1B,Help me understand India. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about India. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of India. The year is, 
meta-llama/Llama-3.2-1B,Tell me about influenza. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is influenza. The year is", 
meta-llama/Llama-3.2-1B,What is influenza. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about influenza. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about influenza. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of influenza. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on influenza. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about influenza. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about influenza. The year is, 
meta-llama/Llama-3.2-1B,Help me understand influenza. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about influenza. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of influenza. The year is, 
meta-llama/Llama-3.2-1B,Tell me about organ transplants. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is organ transplants. The year is", 
meta-llama/Llama-3.2-1B,What is organ transplants. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about organ transplants. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about organ transplants. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of organ transplants. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on organ transplants. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about organ transplants. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about organ transplants. The year is, 
meta-llama/Llama-3.2-1B,Help me understand organ transplants. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about organ transplants. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of organ transplants. The year is, 
meta-llama/Llama-3.2-1B,Tell me about electricity. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is electricity. The year is", 
meta-llama/Llama-3.2-1B,What is electricity. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about electricity. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about electricity. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of electricity. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on electricity. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about electricity. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about electricity. The year is, 
meta-llama/Llama-3.2-1B,Help me understand electricity. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about electricity. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of electricity. The year is, 
meta-llama/Llama-3.2-1B,Tell me about Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is Eiffel Tower. The year is", 
meta-llama/Llama-3.2-1B,What is Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,Help me understand Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Eiffel Tower. The year is, 
meta-llama/Llama-3.2-1B,Tell me about transistors. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is transistors. The year is", 
meta-llama/Llama-3.2-1B,What is transistors. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about transistors. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about transistors. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of transistors. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on transistors. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about transistors. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about transistors. The year is, 
meta-llama/Llama-3.2-1B,Help me understand transistors. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about transistors. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of transistors. The year is, 
meta-llama/Llama-3.2-1B,Tell me about Istanbul. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is Istanbul. The year is", 
meta-llama/Llama-3.2-1B,What is Istanbul. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about Istanbul. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about Istanbul. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Istanbul. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on Istanbul. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about Istanbul. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about Istanbul. The year is, 
meta-llama/Llama-3.2-1B,Help me understand Istanbul. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about Istanbul. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Istanbul. The year is, 
meta-llama/Llama-3.2-1B,Tell me about Constantinople. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is Constantinople. The year is", 
meta-llama/Llama-3.2-1B,What is Constantinople. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about Constantinople. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about Constantinople. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Constantinople. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on Constantinople. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about Constantinople. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about Constantinople. The year is, 
meta-llama/Llama-3.2-1B,Help me understand Constantinople. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about Constantinople. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Constantinople. The year is, 
meta-llama/Llama-3.2-1B,Tell me about trains. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is trains. The year is", 
meta-llama/Llama-3.2-1B,What is trains. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about trains. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about trains. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of trains. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on trains. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about trains. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about trains. The year is, 
meta-llama/Llama-3.2-1B,Help me understand trains. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about trains. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of trains. The year is, 
meta-llama/Llama-3.2-1B,Tell me about pagers. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is pagers. The year is", 
meta-llama/Llama-3.2-1B,What is pagers. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about pagers. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about pagers. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of pagers. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on pagers. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about pagers. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about pagers. The year is, 
meta-llama/Llama-3.2-1B,Help me understand pagers. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about pagers. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of pagers. The year is, 
meta-llama/Llama-3.2-1B,Tell me about floppy disks. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is floppy disks. The year is", 
meta-llama/Llama-3.2-1B,What is floppy disks. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about floppy disks. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about floppy disks. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of floppy disks. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on floppy disks. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about floppy disks. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about floppy disks. The year is, 
meta-llama/Llama-3.2-1B,Help me understand floppy disks. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about floppy disks. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of floppy disks. The year is, 
meta-llama/Llama-3.2-1B,Tell me about telegrams. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is telegrams. The year is", 
meta-llama/Llama-3.2-1B,What is telegrams. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about telegrams. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about telegrams. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of telegrams. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on telegrams. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about telegrams. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about telegrams. The year is, 
meta-llama/Llama-3.2-1B,Help me understand telegrams. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about telegrams. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of telegrams. The year is, 
meta-llama/Llama-3.2-1B,Tell me about VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is VHS tapes. The year is", 
meta-llama/Llama-3.2-1B,What is VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,Help me understand VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of VHS tapes. The year is, 
meta-llama/Llama-3.2-1B,Tell me about CD racks. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is CD racks. The year is", 
meta-llama/Llama-3.2-1B,What is CD racks. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about CD racks. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about CD racks. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of CD racks. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on CD racks. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about CD racks. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about CD racks. The year is, 
meta-llama/Llama-3.2-1B,Help me understand CD racks. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about CD racks. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of CD racks. The year is, 
meta-llama/Llama-3.2-1B,Tell me about Zepplins. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is Zepplins. The year is", 
meta-llama/Llama-3.2-1B,What is Zepplins. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about Zepplins. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about Zepplins. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Zepplins. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on Zepplins. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about Zepplins. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about Zepplins. The year is, 
meta-llama/Llama-3.2-1B,Help me understand Zepplins. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about Zepplins. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of Zepplins. The year is, 
meta-llama/Llama-3.2-1B,Tell me about carriages. The year is, 
meta-llama/Llama-3.2-1B,"Explain to me, what is carriages. The year is", 
meta-llama/Llama-3.2-1B,What is carriages. The year is, 
meta-llama/Llama-3.2-1B,Today I learned about carriages. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about carriages. The year is, 
meta-llama/Llama-3.2-1B,Give me an overview of carriages. The year is, 
meta-llama/Llama-3.2-1B,Share some insights on carriages. The year is, 
meta-llama/Llama-3.2-1B,Can you tell me about carriages. The year is, 
meta-llama/Llama-3.2-1B,I'd love to learn more about carriages. The year is, 
