model,input_text,generated_token
allenai/OLMo-1B-hf,The year is 1950. telegrams was, the download the of the United States. The download
allenai/OLMo-1B-hf,The year is 1950. telegrams will be," sent to the address of the recipient.
The"
allenai/OLMo-1B-hf,The year is 1950. VHS tapes is, the medium of choice for the majority of the population
allenai/OLMo-1B-hf,The year is 1950. VHS tapes was," the new thing, and the new thing was the"
allenai/OLMo-1B-hf,The year is 1950. VHS tapes will be," the new standard for video.
The year is"
allenai/OLMo-1B-hf,The year is 1950. CD racks is, a new concept in the music industry. It is
allenai/OLMo-1B-hf,The year is 1950. CD racks was," the standard for the time.
I have a"
allenai/OLMo-1B-hf,The year is 1950. CD racks will be," installed in the main lobby of the library.
"
allenai/OLMo-1B-hf,The year is 1950. Zepplins is, a new type of flying machine that can fly at
allenai/OLMo-1B-hf,The year is 1950. Zepplins was, a popular form of transportation in the United States.
allenai/OLMo-1B-hf,The year is 1950. Zepplins will be, the new standard for air travel. The first Ze
allenai/OLMo-1B-hf,The year is 1950. carriages is," a new series of books for children.
The"
allenai/OLMo-1B-hf,The year is 1950. carriages was, the first to be built in the United States.
allenai/OLMo-1B-hf,The year is 1950. carriages will be," in the form of a train.
The train"
allenai/OLMo-1B-hf,The year is 1950. check books is, a free online resource to help you learn and understand
allenai/OLMo-1B-hf,The year is 1950. check books was, a download the new yorker of the new
allenai/OLMo-1B-hf,The year is 1950. check books will be," available at the door.
The first meeting of"
allenai/OLMo-1B-hf,The year is 1950. credit cards is, a great way to get a little extra cash.
allenai/OLMo-1B-hf,The year is 1950. credit cards was, the first to be issued in the United States.
allenai/OLMo-1B-hf,The year is 1950. credit cards will be," accepted at the door.
The show will be"
allenai/OLMo-1B-hf,The year is 1950. milk delivery is," a big problem in the town.
The milk"
allenai/OLMo-1B-hf,The year is 1950. milk delivery was," a big thing.
I remember the milkman"
allenai/OLMo-1B-hf,The year is 1950. milk delivery will be," made by a horse and buggy.
The"
allenai/OLMo-1B-hf,The year is 1950. ice boxes is," a great way to keep food cold.
The"
allenai/OLMo-1B-hf,The year is 1950. ice boxes was," a popular item in the early 1900s.
"
allenai/OLMo-1B-hf,The year is 1950. ice boxes will be," provided.
The first day of the festival will"
allenai/OLMo-1B-hf,The year is 1950. swing dancing is, a popular form of dance in the United States.
allenai/OLMo-1B-hf,The year is 1950. swing dancing was, a popular form of dance in the 1950s.
allenai/OLMo-1B-hf,The year is 1950. swing dancing will be," held at the clubhouse.
The club will"
allenai/OLMo-1B-hf,The year is 1950. Vaudeville Shows is, a new show that is being produced by the local
allenai/OLMo-1B-hf,The year is 1950. Vaudeville Shows was, a popular form of entertainment in the United States in
allenai/OLMo-1B-hf,The year is 1950. Vaudeville Shows will be," the main attraction.
The show is a success"
allenai/OLMo-1B-hf,The year is 1950. imperialism is," still a major problem in the world.
The"
allenai/OLMo-1B-hf,The year is 1950. imperialism was," still a thing, and the world was still divided"
allenai/OLMo-1B-hf,The year is 1950. imperialism will be," the most important factor in the world.
The"
allenai/OLMo-1B-hf,The year is 1950. the Olympics is," in London. The world is at war.
"
allenai/OLMo-1B-hf,The year is 1950. the Olympics was," held in Helsinki, Finland. The United States won"
allenai/OLMo-1B-hf,The year is 1950. the Olympics will be," held in London.
The first Olympic Games were"
allenai/OLMo-1B-hf,The year is 1953. Wi-Fi is," still a new technology, and the first commercial Wi"
allenai/OLMo-1B-hf,The year is 1953. Wi-Fi was," still a dream, and the internet was still a"
allenai/OLMo-1B-hf,The year is 1953. Wi-Fi will be," a thing.
The year is 2022."
allenai/OLMo-1B-hf,The year is 1953. washboards is, a song by the american rock band the beat
allenai/OLMo-1B-hf,The year is 1953. washboards was, the first to introduce the concept of a washboard
allenai/OLMo-1B-hf,The year is 1953. washboards will be," used to clean the clothes.
The year is"
allenai/OLMo-1B-hf,The year is 1953. The Knickerbocker Trust Company is, a New York City-based trust company that has
allenai/OLMo-1B-hf,The year is 1953. The Knickerbocker Trust Company was, founded in New York City. The company was founded
allenai/OLMo-1B-hf,The year is 1953. The Knickerbocker Trust Company will be," celebrating its 100th anniversary.
The Knicker"
allenai/OLMo-1B-hf,The year is 1953. COVID is," still a thing, but it’s not as"
allenai/OLMo-1B-hf,The year is 1953. COVID was," not yet a thing, but the world was in"
allenai/OLMo-1B-hf,The year is 1953. COVID will be," a big part of the story.
The year"
allenai/OLMo-1B-hf,The year is 1953. the Taj Mahal is, still under construction. The Taj Mahal is still
allenai/OLMo-1B-hf,The year is 1953. the Taj Mahal was," built.
The year is 1953. The Taj"
allenai/OLMo-1B-hf,The year is 1953. the Taj Mahal will be," built.
The Taj Mahal will be built"
allenai/OLMo-1B-hf,The year is 1953. steam engines is, a great way to get kids interested in trains.
allenai/OLMo-1B-hf,The year is 1953. steam engines was, the first to be built in the United States.
allenai/OLMo-1B-hf,The year is 1953. steam engines will be, used to transport the coal to the power plant.
allenai/OLMo-1B-hf,The year is 1953. websites is, a download The of the most new of the United
allenai/OLMo-1B-hf,The year is 1953. websites was, a download the of the'Big Three'on
allenai/OLMo-1B-hf,The year is 1953. websites will be, the download the of the United States and the download
allenai/OLMo-1B-hf,The year is 1953. telephones is, a new book of the first-year. The
allenai/OLMo-1B-hf,The year is 1953. telephones was," the most popular form of communication.
The first"
allenai/OLMo-1B-hf,The year is 1953. telephones will be," installed in the classrooms.
The school will be"
allenai/OLMo-1B-hf,The year is 1953. satellites is, a new and original collection of short stories by the
allenai/OLMo-1B-hf,The year is 1953. satellites was, the download the of the United States to the Soviet
allenai/OLMo-1B-hf,The year is 1953. satellites will be, the download of the United States and the world will
allenai/OLMo-1B-hf,The year is 1953. social media is," a new way to connect with people.
The"
allenai/OLMo-1B-hf,The year is 1953. social media was," not a thing.
I was a teenager."
allenai/OLMo-1B-hf,The year is 1953. social media will be," a part of the future.
I think that"
allenai/OLMo-1B-hf,The year is 1953. planes is," a new series of books for children.
The"
allenai/OLMo-1B-hf,The year is 1953. planes was, the most new download the in the United States during
allenai/OLMo-1B-hf,The year is 1953. planes will be," flying over the city of Chicago.
The year"
allenai/OLMo-1B-hf,The year is 1953. needles is, a new and innovative needle-free injectable that
allenai/OLMo-1B-hf,The year is 1953. needles was, a download the of the'Big Three'on
allenai/OLMo-1B-hf,The year is 1953. needles will be, used to make the first ever needleless insulin pump
allenai/OLMo-1B-hf,The year is 1953. alcohol is, a major factor in the lives of many people.
allenai/OLMo-1B-hf,The year is 1953. alcohol was," illegal in the state of california.
The"
allenai/OLMo-1B-hf,The year is 1953. alcohol will be," served.
The year is 1953. alcohol will"
allenai/OLMo-1B-hf,The year is 1953. video games is," a very popular genre of entertainment.
The year"
allenai/OLMo-1B-hf,The year is 1953. video games was," a new thing, and the first video game console"
allenai/OLMo-1B-hf,The year is 1953. video games will be," released in the following year.
The year is"
allenai/OLMo-1B-hf,The year is 1953. iPhones is, a new iPhone app that allows you to take a
allenai/OLMo-1B-hf,The year is 1953. iPhones was, launched in the year 2013. The phone came out
allenai/OLMo-1B-hf,The year is 1953. iPhones will be," released in the year.
The iPhone will be"
allenai/OLMo-1B-hf,The year is 1953. South Sudan is, a country in Africa. It is a country that
allenai/OLMo-1B-hf,The year is 1953. South Sudan was, a part of Sudan until it gained independence in July
allenai/OLMo-1B-hf,The year is 1953. South Sudan will be, a part of the United Nations. The United States
allenai/OLMo-1B-hf,The year is 1953. USSR is," in the midst of a revolution, and the country"
allenai/OLMo-1B-hf,The year is 1953. USSR was," still in the process of building the space program,"
allenai/OLMo-1B-hf,The year is 1953. USSR will be, the first country to have a man on the moon
allenai/OLMo-1B-hf,The year is 1953. Russia is," in the midst of a revolution, and the country"
allenai/OLMo-1B-hf,The year is 1953. Russia was," still in the Cold War, and the United States"
allenai/OLMo-1B-hf,The year is 1953. Russia will be, the first to launch a manned space mission.
allenai/OLMo-1B-hf,The year is 1953. India is, in the grip of a political crisis. The country
allenai/OLMo-1B-hf,The year is 1953. India was, still a colony of the British Empire. The British
allenai/OLMo-1B-hf,The year is 1953. India will be, celebrating its 75th year of Independence. The year
allenai/OLMo-1B-hf,The year is 1953. influenza is," a virus that can cause serious illness.
The"
allenai/OLMo-1B-hf,The year is 1953. influenza was, a major cause of death in the United States.
allenai/OLMo-1B-hf,The year is 1953. influenza will be," a major threat to the world.
The world"
allenai/OLMo-1B-hf,The year is 1953. organ transplants is," a very important part of the medical field.
"
allenai/OLMo-1B-hf,The year is 1953. organ transplants was," a major topic of discussion.
The year is"
allenai/OLMo-1B-hf,The year is 1953. organ transplants will be," performed on the same day as the operation.
"
allenai/OLMo-1B-hf,The year is 1953. electricity is, scarce and the people are starving. The government is
allenai/OLMo-1B-hf,The year is 1953. electricity was," still a new thing.
I remember the first"
allenai/OLMo-1B-hf,The year is 1953. electricity will be," provided by a new power plant.
The new"
allenai/OLMo-1B-hf,The year is 1953. Eiffel Tower is, the symbol of Paris. The French are celebrating the
allenai/OLMo-1B-hf,The year is 1953. Eiffel Tower was, built in Paris. The Beatles were in the UK
allenai/OLMo-1B-hf,The year is 1953. Eiffel Tower will be, built in Paris. The year is 1954. The
allenai/OLMo-1B-hf,The year is 1953. transistors is, a download the of the most new and most new
allenai/OLMo-1B-hf,The year is 1953. transistors was, a download the new of the'new '(
allenai/OLMo-1B-hf,The year is 1953. transistors will be, the download of the United States and the world we
allenai/OLMo-1B-hf,The year is 1953. Istanbul is, a city of contrasts. The city is a melting
allenai/OLMo-1B-hf,The year is 1953. Istanbul was, the capital of the Republic of Turkey. The city
allenai/OLMo-1B-hf,The year is 1953. Istanbul will be, the capital of the new Turkish Republic. The city
allenai/OLMo-1B-hf,The year is 1953. Constantinople is, a city of contrasts. The city is a mix
allenai/OLMo-1B-hf,The year is 1953. Constantinople was, the capital of the Ottoman Empire. The city was
allenai/OLMo-1B-hf,The year is 1953. Constantinople will be, the capital of the new Turkish Republic. The city
allenai/OLMo-1B-hf,The year is 1953. trains is, a series of short films that were made by the
allenai/OLMo-1B-hf,The year is 1953. trains was, the first to use the new type of locomotive
allenai/OLMo-1B-hf,The year is 1953. trains will be," running on the line.
The train will be"
allenai/OLMo-1B-hf,The year is 1953. pagers is," a new way to communicate.
The year is"
allenai/OLMo-1B-hf,The year is 1953. pagers was, the first to be used in the United States.
allenai/OLMo-1B-hf,The year is 1953. pagers will be," used to communicate with the outside world.
The"
allenai/OLMo-1B-hf,The year is 1953. floppy disks is," a great way to keep your data safe.
"
allenai/OLMo-1B-hf,The year is 1953. floppy disks was, the download the of the Cold War and the time
allenai/OLMo-1B-hf,The year is 1953. floppy disks will be," used to store data.
The year is 20"
allenai/OLMo-1B-hf,The year is 1953. telegrams is, a new book by the author of the bestselling
allenai/OLMo-1B-hf,The year is 1953. telegrams was," the first to use the word ""telegram"""
allenai/OLMo-1B-hf,The year is 1953. telegrams will be," sent to the address below.
The following is"
allenai/OLMo-1B-hf,The year is 1953. VHS tapes is, the medium of choice for the majority of the population
allenai/OLMo-1B-hf,The year is 1953. VHS tapes was, the only way to watch movies. I remember watching
allenai/OLMo-1B-hf,The year is 1953. VHS tapes will be," the future of home video.
The year is"
allenai/OLMo-1B-hf,The year is 1953. CD racks is, a new company that is based in the United States
allenai/OLMo-1B-hf,The year is 1953. CD racks was, the first to introduce the concept of a CD player
allenai/OLMo-1B-hf,The year is 1953. CD racks will be," installed in the main lobby of the library.
"
allenai/OLMo-1B-hf,The year is 1953. Zepplins is, a new band that is formed by the members of
allenai/OLMo-1B-hf,The year is 1953. Zepplins was, a popular brand of airplanes in the United States
allenai/OLMo-1B-hf,The year is 1953. Zepplins will be," the first to fly, and the first to land"
allenai/OLMo-1B-hf,The year is 1953. carriages is," a new series of books for children.
The"
allenai/OLMo-1B-hf,The year is 1953. carriages was, the first to be built in the United States.
allenai/OLMo-1B-hf,The year is 1953. carriages will be," provided for the passengers.
The train will leave"
allenai/OLMo-1B-hf,The year is 1953. check books is, a book of the best-selling Harry Potter books
allenai/OLMo-1B-hf,The year is 1953. check books was, a download the. The download the of the book
allenai/OLMo-1B-hf,The year is 1953. check books will be," available at the door.
The first meeting of"
allenai/OLMo-1B-hf,The year is 1953. credit cards is, a great way to get a little extra cash.
allenai/OLMo-1B-hf,The year is 1953. credit cards was, the first to offer credit cards to the public.
allenai/OLMo-1B-hf,The year is 1953. credit cards will be," accepted.
The first of the year, the"
allenai/OLMo-1B-hf,The year is 1953. milk delivery is," a big problem.
The year is 1953."
allenai/OLMo-1B-hf,The year is 1953. milk delivery was," a big thing.
I remember the milkman"
allenai/OLMo-1B-hf,The year is 1953. milk delivery will be," made to the homes of the children.
The"
allenai/OLMo-1B-hf,The year is 1953. ice boxes is, a great way to get your kids to eat their
allenai/OLMo-1B-hf,The year is 1953. ice boxes was," a popular item in the early 1950s.
"
allenai/OLMo-1B-hf,The year is 1953. ice boxes will be," provided.
The first meeting of the new year"
allenai/OLMo-1B-hf,The year is 1953. swing dancing is, in full swing and the world is at war.
allenai/OLMo-1B-hf,The year is 1953. swing dancing was, a big thing in the 50s and 60s
allenai/OLMo-1B-hf,The year is 1953. swing dancing will be, held at the home of Mr. and Mrs.
allenai/OLMo-1B-hf,The year is 1953. Vaudeville Shows is, a new show that is being produced by the same
allenai/OLMo-1B-hf,The year is 1953. Vaudeville Shows was, a popular form of entertainment in the United States in
allenai/OLMo-1B-hf,The year is 1953. Vaudeville Shows will be," held at the old theater in the village.
"
allenai/OLMo-1B-hf,The year is 1953. imperialism is," still a major problem in the world.
The"
allenai/OLMo-1B-hf,The year is 1953. imperialism was," still a thing, and the world was still a"
allenai/OLMo-1B-hf,The year is 1953. imperialism will be," the most important factor in the world.
The"
allenai/OLMo-1B-hf,The year is 1953. the Olympics is," in Helsinki. The world is at war.
"
allenai/OLMo-1B-hf,The year is 1953. the Olympics was," held in Helsinki, Finland. The United States was"
allenai/OLMo-1B-hf,The year is 1953. the Olympics will be," held in Helsinki.
The year is 1954."
allenai/OLMo-1B-hf,The year is 1956. Wi-Fi is, a new technology that allows you to connect to the
allenai/OLMo-1B-hf,The year is 1956. Wi-Fi was," still a dream, and the internet was still a"
allenai/OLMo-1B-hf,The year is 1956. Wi-Fi will be," a thing.
The year is 2022."
allenai/OLMo-1B-hf,The year is 1956. washboards is, a song by the american rock band the beat
allenai/OLMo-1B-hf,The year is 1956. washboards was, the first to introduce the concept of a washboard
allenai/OLMo-1B-hf,The year is 1956. washboards will be," used to clean the clothes.
The washing machine"
allenai/OLMo-1B-hf,The year is 1956. The Knickerbocker Trust Company is, a New York City-based trust company that has
allenai/OLMo-1B-hf,The year is 1956. The Knickerbocker Trust Company was, founded in New York City. The company was founded
allenai/OLMo-1B-hf,The year is 1956. The Knickerbocker Trust Company will be," celebrating its 100th anniversary.
The Knicker"
allenai/OLMo-1B-hf,The year is 1956. COVID is," still a thing, but it’s not as"
allenai/OLMo-1B-hf,The year is 1956. COVID was," not yet a thing, but the world was changing"
allenai/OLMo-1B-hf,The year is 1956. COVID will be," a big part of the story.
The year"
allenai/OLMo-1B-hf,The year is 1956. the Taj Mahal is, still under construction. The Taj Mahal is still
allenai/OLMo-1B-hf,The year is 1956. the Taj Mahal was," built.
The year is 1956. The Taj"
allenai/OLMo-1B-hf,The year is 1956. the Taj Mahal will be," built.
The Taj Mahal will be built"
allenai/OLMo-1B-hf,The year is 1956. steam engines is, a great way to get kids interested in trains.
allenai/OLMo-1B-hf,The year is 1956. steam engines was, the first to be used in the United States.
allenai/OLMo-1B-hf,The year is 1956. steam engines will be, used to transport the coal to the power plant.
allenai/OLMo-1B-hf,The year is 1956. websites is, a download The of the most new of the United
allenai/OLMo-1B-hf,The year is 1956. websites was," the download the of the United States, and the"
allenai/OLMo-1B-hf,The year is 1956. websites will be, the download the of the United States and the download
allenai/OLMo-1B-hf,The year is 1956. telephones is," a new way to communicate.
The year is"
allenai/OLMo-1B-hf,The year is 1956. telephones was, the first to be used in the United States.
allenai/OLMo-1B-hf,The year is 1956. telephones will be," installed in the classrooms.
The school is built"
allenai/OLMo-1B-hf,The year is 1956. satellites is, a new and original collection of short stories by the
allenai/OLMo-1B-hf,The year is 1956. satellites was," the download the of the United States, and the"
allenai/OLMo-1B-hf,The year is 1956. satellites will be, the download of the Soviet Union. The download of
allenai/OLMo-1B-hf,The year is 1956. social media is," a new way to connect with people.
The"
allenai/OLMo-1B-hf,The year is 1956. social media was," not a thing.
I was a teenager."
allenai/OLMo-1B-hf,The year is 1956. social media will be," a part of the future.
The year is"
allenai/OLMo-1B-hf,The year is 1956. planes is," a new series of books for children.
The"
allenai/OLMo-1B-hf,The year is 1956. planes was, the most new download the in the United States during
allenai/OLMo-1B-hf,The year is 1956. planes will be," flying over the city of Chicago.
The year"
allenai/OLMo-1B-hf,The year is 1956. needles is," a new and original work of art.
The"
allenai/OLMo-1B-hf,The year is 1956. needles was," a download the of the American Chemical Society.
"
allenai/OLMo-1B-hf,The year is 1956. needles will be, the download of the United States and the world will
allenai/OLMo-1B-hf,The year is 1956. alcohol is," illegal in the state of california.
The"
allenai/OLMo-1B-hf,The year is 1956. alcohol was," illegal in the state of california.
The"
allenai/OLMo-1B-hf,The year is 1956. alcohol will be, a major factor in the lives of many people.
allenai/OLMo-1B-hf,The year is 1956. video games is," a very popular genre of entertainment.
The year"
allenai/OLMo-1B-hf,The year is 1956. video games was," a new thing, and the first video game console"
allenai/OLMo-1B-hf,The year is 1956. video games will be, the first to be released on the new system.
allenai/OLMo-1B-hf,The year is 1956. iPhones is, a new iPhone model that was released in the year
allenai/OLMo-1B-hf,The year is 1956. iPhones was, launched in the year 2007. The phone was launched
allenai/OLMo-1B-hf,The year is 1956. iPhones will be," released in the year 2007.
The year is"
allenai/OLMo-1B-hf,The year is 1956. South Sudan is, a country in Africa. It is a country that
allenai/OLMo-1B-hf,The year is 1956. South Sudan was, created in July of that year. The country was
allenai/OLMo-1B-hf,The year is 1956. South Sudan will be, a part of the United Nations. The country is
allenai/OLMo-1B-hf,The year is 1956. USSR is," in the midst of a revolution, and the country"
allenai/OLMo-1B-hf,The year is 1956. USSR was, in a state of war with the USA. The
allenai/OLMo-1B-hf,The year is 1956. USSR will be, the first country to have a man on the moon
allenai/OLMo-1B-hf,The year is 1956. Russia is," in the midst of a revolution, and the country"
allenai/OLMo-1B-hf,The year is 1956. Russia was," still a Soviet republic, and the Soviet Union was"
allenai/OLMo-1B-hf,The year is 1956. Russia will be, the first country to launch a satellite into orbit.
allenai/OLMo-1B-hf,The year is 1956. India is, in the midst of a political crisis. The country
allenai/OLMo-1B-hf,The year is 1956. India was, a part of the British Raj. The British Raj
allenai/OLMo-1B-hf,The year is 1956. India will be, celebrating its 75th year of Independence. The year
allenai/OLMo-1B-hf,The year is 1956. influenza is," a virus that can cause serious illness.
The"
allenai/OLMo-1B-hf,The year is 1956. influenza was, a major cause of death in the United States.
allenai/OLMo-1B-hf,The year is 1956. influenza will be," a major threat to the world.
The world"
allenai/OLMo-1B-hf,The year is 1956. organ transplants is," a very important part of the medical field.
"
allenai/OLMo-1B-hf,The year is 1956. organ transplants was," a major topic of discussion.
The year is"
allenai/OLMo-1B-hf,The year is 1956. organ transplants will be," performed on the same day as the operation.
"
allenai/OLMo-1B-hf,The year is 1956. electricity is," scarce and the people are suffering.
The people"
allenai/OLMo-1B-hf,The year is 1956. electricity was," not yet available in the city.
The first"
allenai/OLMo-1B-hf,The year is 1956. electricity will be," provided to the village.
The village is located"
allenai/OLMo-1B-hf,The year is 1956. Eiffel Tower is, the symbol of Paris. The French are celebrating the
allenai/OLMo-1B-hf,The year is 1956. Eiffel Tower was, built in Paris. The Beatles were formed. The
allenai/OLMo-1B-hf,The year is 1956. Eiffel Tower will be," built in Paris.
The year is 1956."
allenai/OLMo-1B-hf,The year is 1956. transistors is, a download the of the most new and most new
allenai/OLMo-1B-hf,The year is 1956. transistors was, a download the new of the'New Wave of
allenai/OLMo-1B-hf,The year is 1956. transistors will be, the download of the United States and the world we
allenai/OLMo-1B-hf,The year is 1956. Istanbul is, a city of contrasts. The city is a melting
allenai/OLMo-1B-hf,The year is 1956. Istanbul was, the capital of the Republic of Turkey. The city
allenai/OLMo-1B-hf,The year is 1956. Istanbul will be, the capital of the new Turkish Republic. The city
allenai/OLMo-1B-hf,The year is 1956. Constantinople is, a city of contrasts. The city is a mix
allenai/OLMo-1B-hf,The year is 1956. Constantinople was, the capital of the Ottoman Empire. The city was
